sta,component,model,n_params,bic_image,bic_raw,rss_image,rss_raw,rank_image,rank_raw
0ANS,north,trend,2,-52636.68779143048,-52636.687791198994,0.010777577374556885,0.010777577375165678,3,3
0ANS,north,trend_annual,4,-53616.72507502972,-53616.72507473465,0.008450773698306099,0.008450773698914582,2,2
0ANS,north,trend_annual_semi,6,-53753.89320194571,-53753.89320163929,0.008139480564338683,0.008139480564947298,1,1
0ANS,north,trend_quad_annual_semi,7,-53754.65651958219,-53754.6565192751,0.00812146264516551,0.008121462645774104,0,0
0ANS,up,trend,2,-39803.53276837419,-39803.53276836954,0.24691229936098988,0.24691229936127024,3,3
0ANS,up,trend_annual,4,-41554.27237911582,-41554.27237910863,0.1604136007733451,0.1604136007736265,2,2
0ANS,up,trend_annual_semi,6,-41635.802932431776,-41635.80293242438,0.1566165738521822,0.15661657385246475,0,0
0ANS,up,trend_quad_annual_semi,7,-41632.89001916624,-41632.89001915882,0.15641012975145385,0.15641012975173685,1,1
0ARA,east,trend,2,-42336.67496615887,-42336.67496615987,0.016143368469229015,0.016143368469224324,3,3
0ARA,east,trend_annual,4,-45704.991877464774,-45704.991877467466,0.006054170169161087,0.0060541701691563645,2,2
0ARA,east,trend_annual_semi,6,-45774.03342217834,-45774.03342218117,0.005906301798009968,0.005906301798005119,1,1
0ARA,east,trend_quad_annual_semi,7,-45796.92520432658,-45796.92520432944,0.0058534188483961806,0.005853418848391322,0,0
0ARA,north,trend,2,-45950.604008353264,-45950.60400678119,0.0056649451919708015,0.005664945194551411,2,2
0ARA,north,trend_annual,4,-45947.54199232559,-45947.54199074763,0.005643267884222718,0.005643267886803074,3,3
0ARA,north,trend_annual_semi,6,-46112.12148574998,-46112.12148408698,0.005355112642286214,0.005355112644866796,1,1
0ARA,north,trend_quad_annual_semi,7,-46162.6938767147,-46162.69387502309,0.005264766133596867,0.005264766136177556,0,0
0ARA,up,trend,2,-33877.65130488424,-33877.65130470861,0.18729591016576266,0.18729591017529415,3,3
0ARA,up,trend_annual,4,-35645.98099733305,-35645.9809970385,0.1116710810015923,0.11167108101112358,2,2
0ARA,up,trend_annual_semi,6,-35775.04398139857,-35775.04398109163,0.10706518556741623,0.10706518557693884,0,0
0ARA,up,trend_quad_annual_semi,7,-35767.853958229774,-35767.85395792273,0.10703551806694109,0.10703551807646419,1,1
0ARB,east,trend,2,-64105.796193947695,-64105.79619545208,0.04688528669937561,0.046885286686537304,3,3
0ARB,east,trend_annual,4,-70058.92418829101,-70058.92419275186,0.015815652024806323,0.015815652011964814,2,2
0ARB,east,trend_annual_semi,6,-70169.49622912663,-70169.49623369188,0.01545201288713009,0.015452012874290159,1,1
0ARB,east,trend_quad_annual_semi,7,-71408.63285135377,-71408.63285708385,0.012312662968042409,0.012312662955200669,0,0
0ARB,north,trend,2,-72257.95039011464,-72257.9503906743,0.010632074556729786,0.010632074555646728,3,3
0ARB,north,trend_annual,4,-72383.92289836548,-72383.92289893999,0.010358540883652588,0.010358540882569406,2,2
0ARB,north,trend_annual_semi,6,-72712.25791713638,-72712.25791774812,0.009727083144709103,0.009727083143625997,1,1
0ARB,north,trend_quad_annual_semi,7,-72771.90565617086,-72771.90565679023,0.00960697851636407,0.009606978515281,0,0
0ARB,up,trend,2,-53932.13480745518,-53932.1348074648,0.2987122231678868,0.29871222316736334,3,3
0ARB,up,trend_annual,4,-55901.92838629079,-55901.9283863046,0.20805664756224868,0.2080566475617259,2,2
0ARB,up,trend_annual_semi,6,-56012.572323802306,-56012.57232381646,0.20327027448709278,0.2032702744865692,1,1
0ARB,up,trend_quad_annual_semi,7,-56577.7321549449,-56577.73215496059,0.18311246384148763,0.18311246384096458,0,0
0ARD,east,trend,2,-61650.47016730818,-61650.470167226486,0.03669150697943121,0.03669150698000774,3,3
0ARD,east,trend_annual,4,-69829.68754407993,-69829.68754368379,0.007583879383503744,0.0075838793840816,2,2
0ARD,east,trend_annual_semi,6,-69950.72410882355,-69950.72410841654,0.00738501268612244,0.007385012686700571,1,1
0ARD,east,trend_quad_annual_semi,7,-70146.57189723242,-70146.57189680915,0.007100296967434756,0.00710029696801282,0,0
0ARD,north,trend,2,-69268.97460914135,-69268.97460887549,0.008475388552876979,0.008475388553310384,3,3
0ARD,north,trend_annual,4,-69292.04397358703,-69292.04397331916,0.008410136816554246,0.008410136816987587,2,2
0ARD,north,trend_annual_semi,6,-69774.90116863733,-69774.90116834246,0.007639034655975079,0.00763903465640833,1,1
0ARD,north,trend_quad_annual_semi,7,-69857.14014932193,-69857.14014902183,0.007506784915504088,0.007506784915937422,0,0
0ARD,up,trend,2,-52082.00918983607,-52082.009189916615,0.2311317493870591,0.23113174938347877,3,3
0ARD,up,trend_annual,4,-54227.38695506075,-54227.386955182854,0.15248167133543178,0.15248167133185053,2,2
0ARD,up,trend_annual_semi,6,-54350.58259591911,-54350.58259604459,0.1484216021375967,0.148421602134015,0,0
0ARD,up,trend_quad_annual_semi,7,-54343.89680878137,-54343.89680890687,0.14836821438144565,0.14836821437786418,1,1
0ARH,east,trend,2,-18647.005820980394,-18647.00582098532,0.010370616882717966,0.010370616882685327,3,3
0ARH,east,trend_annual,4,-20718.5829973162,-20718.58299733487,0.0027343256459397944,0.0027343256459071803,1,1
0ARH,east,trend_annual_semi,6,-20709.98470896883,-20709.984708987373,0.002723666020662859,0.0027236660206305884,2,2
0ARH,east,trend_quad_annual_semi,7,-20962.526387225284,-20962.52638724727,0.0023069128447795236,0.0023069128447471125,0,0
0ARH,north,trend,2,-20558.796364242527,-20558.796364125446,0.0030568504043572958,0.00305685040458599,3,3
0ARH,north,trend_annual,4,-21100.76014640547,-21100.760146238317,0.002141876233921872,0.0021418762341506407,2,2
0ARH,north,trend_annual_semi,6,-21133.432543424806,-21133.4325432524,0.00207799830796368,0.002077998308192602,0,0
0ARH,north,trend_quad_annual_semi,7,-21126.12256505418,-21126.12256488177,0.0020779376781257966,0.002077937678354713,1,1
0ARH,up,trend,2,-15109.871774869083,-15109.871774861356,0.09939741009559616,0.09939741009608703,3,3
0ARH,up,trend_annual,4,-15985.910540888222,-15985.910540874562,0.05625847509318856,0.05625847509367969,2,2
0ARH,up,trend_annual_semi,6,-16045.738776929264,-16045.738776918428,0.05364174625197714,0.05364174625234856,0,0
0ARH,up,trend_quad_annual_semi,7,-16042.54779907085,-16042.547799060047,0.05349918853639236,0.05349918853676172,1,1
0ARJ,east,trend,2,-128455.83326496898,-128455.83326772624,0.13566315488651004,0.13566315485351294,3,3
0ARJ,east,trend_annual,4,-133544.54408500253,-133544.54408932917,0.08645548373441733,0.08645548370141967,2,2
0ARJ,east,trend_annual_semi,6,-133585.78748105324,-133585.78748540205,0.08599974057479463,0.08599974054180258,1,1
0ARJ,east,trend_quad_annual_semi,7,-137148.3880754206,-137148.38808138223,0.06275558431718932,0.0627555842841859,0,0
0ARJ,north,trend,2,-141067.18428487025,-141067.18428782173,0.044597174740100935,0.04459717472848952,3,3
0ARJ,north,trend_annual,4,-141761.89797540422,-141761.89797854735,0.04187711798194628,0.041877117970335026,2,2
0ARJ,north,trend_annual_semi,6,-142427.36174706195,-142427.3617504003,0.03942455686225637,0.03942455685064615,1,1
0ARJ,north,trend_quad_annual_semi,7,-142492.244693855,-142492.24469721553,0.039167280836547094,0.03916728082493616,0,0
0ARJ,up,trend,2,-94532.44469445413,-94532.44469441361,2.7046047246749647,2.7046047246846308,3,3
0ARJ,up,trend_annual,4,-95526.64067032147,-95526.64067027716,2.473430713439633,2.4734307134493,2,2
0ARJ,up,trend_annual_semi,6,-95536.68213319869,-95536.6821331543,2.4671736913784774,2.4671736913881372,1,1
0ARJ,up,trend_quad_annual_semi,7,-98276.26964561896,-98276.26964556225,1.9359114458867155,1.9359114458963966,0,0
0ART,east,trend,2,-81823.72841717367,-81823.72841691549,0.04972112181666928,0.049721121818526726,3,3
0ART,east,trend_annual,4,-87717.52837634091,-87717.52837573322,0.021137674906721776,0.021137674908580407,2,2
0ART,east,trend_annual_semi,6,-87850.09369882528,-87850.09369820368,0.020683095225091708,0.020683095226951977,1,1
0ART,east,trend_quad_annual_semi,7,-89735.9670086038,-89735.96700778784,0.01572351744993563,0.01572351745179206,0,0
0ART,north,trend,2,-86744.32512946115,-86744.32512931294,0.02439638425611247,0.024396384256635695,3,3
0ART,north,trend_annual,4,-87667.84643049065,-87667.84643032087,0.021290177379737173,0.021290177380260157,2,2
0ART,north,trend_annual_semi,6,-87922.07695772742,-87922.0769575509,0.0204687832915645,0.020468783292087296,1,1
0ART,north,trend_quad_annual_semi,7,-88225.02818404126,-88225.02818385656,0.019565848481046,0.019565848481568896,0,0
0ART,up,trend,2,-66160.74963577226,-66160.7496357517,0.4795334625419327,0.479533462543358,3,3
0ART,up,trend_annual,4,-69463.67780289424,-69463.67780286101,0.2965844056303397,0.2965844056317652,2,2
0ART,up,trend_annual_semi,6,-69574.33523446553,-69574.33523443171,0.29112757587620236,0.29112757587762694,1,1
0ART,up,trend_quad_annual_semi,7,-69575.19284963376,-69575.19284959986,0.29071931135144946,0.29071931135287576,0,0
0ARV,east,trend,2,-81888.7916806817,-81888.79168067446,0.05111628562389714,0.05111628562395043,3,3
0ARV,east,trend_annual,4,-88989.71828778503,-88989.71828776474,0.01830243860534403,0.018302438605397573,2,2
0ARV,east,trend_annual_semi,6,-89002.85641881893,-89002.85641879859,0.01822121918329093,0.018221219183344402,1,1
0ARV,east,trend_quad_annual_semi,7,-89868.84589867751,-89868.84589865441,0.01606055803990717,0.016060558039960662,0,0
0ARV,north,trend,2,-88348.43088025156,-88348.4308811269,0.020127977556937866,0.02012797755439584,3,3
0ARV,north,trend_annual,4,-88593.98734391031,-88593.98734481956,0.019377839153640077,0.019377839151097996,2,2
0ARV,north,trend_annual_semi,6,-89066.5609738944,-89066.5609748705,0.018054510702280157,0.01805451069973754,1,1
0ARV,north,trend_quad_annual_semi,7,-89230.13879564438,-89230.138796645,0.017610911555092826,0.017610911552550366,0,0
0ARV,up,trend,2,-66390.13514340494,-66390.13514323517,0.47830033332115174,0.47830033333286726,3,3
0ARV,up,trend_annual,4,-69156.45528985457,-69156.45528960085,0.32007780327450797,0.32007780328622515,2,2
0ARV,up,trend_annual_semi,6,-69571.99202439246,-69571.99202412234,0.3006836750606687,0.30068367507238636,1,1
0ARV,up,trend_quad_annual_semi,7,-69648.68392584447,-69648.68392557102,0.29699573289523135,0.2969957329069486,0,0
0ASD,east,trend,2,-52601.74779905995,-52601.747798815515,0.08923618803605085,0.08923618804056892,3,3
0ASD,east,trend_annual,4,-58101.9217522313,-58101.921751465125,0.028461400622158302,0.028461400626674904,2,2
0ASD,east,trend_annual_semi,6,-58310.76863171001,-58310.76863090711,0.02716087790593686,0.02716087791045374,1,1
0ASD,east,trend_quad_annual_semi,7,-58380.21076256522,-58380.21076174928,0.02672601787357814,0.02672601787809494,0,0
0ASD,north,trend,2,-60196.01013124135,-60196.01013136326,0.01851024348520603,0.018510243484738627,3,3
0ASD,north,trend_annual,4,-60982.104499862035,-60982.10450000615,0.01567380198607573,0.015673801985607885,2,2
0ASD,north,trend_annual_semi,6,-61016.34862435689,-61016.34862450242,0.015508435310610299,0.01550843531014283,1,1
0ASD,north,trend_quad_annual_semi,7,-61065.078190015134,-61065.07819016249,0.01532574507892772,0.015325745078459962,0,0
0ASD,up,trend,2,-46802.83520524594,-46802.83520516834,0.296600769566866,0.2966007695716327,3,3
0ASD,up,trend_annual,4,-50036.07923293229,-50036.07923278023,0.15128829762370213,0.1512882976284674,2,2
0ASD,up,trend_annual_semi,6,-50102.383108223105,-50102.38310806835,0.14870140876425303,0.1487014087690197,0,0
0ASD,up,trend_quad_annual_semi,7,-50093.96156163234,-50093.961561477576,0.1486995410458959,0.14869954105066277,1,1
0ASE,east,trend,2,-80280.66877038666,-80280.66877039555,0.059049818197110686,0.05904981819703437,3,3
0ASE,east,trend_annual,4,-86054.33876763101,-86054.3387676516,0.02545681003231267,0.0254568100322365,2,2
0ASE,east,trend_annual_semi,6,-86150.42175487218,-86150.42175489316,0.025039538311844304,0.02503953831176791,1,1
0ASE,east,trend_quad_annual_semi,7,-87843.27391455494,-87843.27391458172,0.019554890314338644,0.01955489031426253,0,0
0ASE,north,trend,2,-84383.74431682297,-84383.74431685949,0.032533298663082424,0.032533298662909806,3,3
0ASE,north,trend_annual,4,-85605.00207699729,-85605.0020770413,0.02717412928425468,0.027174129284080924,2,2
0ASE,north,trend_annual_semi,6,-86149.23060345951,-86149.23060350741,0.025043871954495804,0.025043871954321534,1,1
0ASE,north,trend_quad_annual_semi,7,-87773.10116997432,-87773.10117003474,0.019755273737886072,0.019755273737712683,0,0
0ASE,up,trend,2,-66047.23672844784,-66047.2367284964,0.4669828602702294,0.46698286026693503,3,3
0ASE,up,trend_annual,4,-69775.72441911807,-69775.72441920196,0.27097584624836213,0.27097584624505977,2,2
0ASE,up,trend_annual_semi,6,-69863.09384095286,-69863.09384103805,0.2668718176259298,0.26687181762262696,1,1
0ASE,up,trend_quad_annual_semi,7,-69883.363193018,-69883.36319310343,0.2657456787327144,0.26574567872941535,0,0
0AST,east,trend,2,-35475.648051950346,-35475.648052006385,0.02607048918709044,0.026070489186610167,3,3
0AST,east,trend_annual,4,-40389.1402132885,-40389.14021357189,0.005156784851397721,0.005156784850917322,2,2
0AST,east,trend_annual_semi,6,-40443.11017540142,-40443.11017569154,0.005039458646663721,0.0050394586461830985,0,0
0AST,east,trend_quad_annual_semi,7,-40435.63117250681,-40435.631172796995,0.005038562048070663,0.005038562047590017,1,1
0AST,north,trend,2,-40075.88029971352,-40075.88029992611,0.00574634841291836,0.005746348412516773,3,3
0AST,north,trend_annual,4,-40076.064932702946,-40076.06493291667,0.005715780596358622,0.0057157805959570426,2,2
0AST,north,trend_annual_semi,6,-40110.6745729074,-40110.674573124496,0.005621399113755044,0.005621399113353876,1,1
0AST,north,trend_quad_annual_semi,7,-40125.18850148753,-40125.188501706194,0.005579911374444922,0.005579911374043825,0,0
0AST,up,trend,2,-29998.686279693662,-29998.686279811518,0.15778788783396774,0.15778788782785486,3,3
0AST,up,trend_annual,4,-31525.633044848266,-31525.633045043993,0.09501395140867692,0.09501395140256362,2,2
0AST,up,trend_annual_semi,6,-31580.233756987596,-31580.23375718785,0.09283296110623257,0.09283296110012138,0,0
0AST,up,trend_quad_annual_semi,7,-31577.657605078683,-31577.657605279295,0.09266697107420689,0.09266697106809571,1,1
0ATR,east,trend,2,-98871.18881106471,-98871.18881103158,0.0922912869588424,0.09229128695919636,3,3
0ATR,east,trend_annual,4,-103720.59869243306,-103720.59869237534,0.05253670538481171,0.05253670538516278,2,2
0ATR,east,trend_annual_semi,6,-103747.7173460954,-103747.71734603742,0.05226226386072309,0.05226226386107394,1,1
0ATR,east,trend_quad_annual_semi,7,-103943.77794890493,-103943.77794884541,0.05103596354923607,0.051035963549587615,0,0
0ATR,north,trend,2,-107596.25625543052,-107596.25625313153,0.033615493442764335,0.03361549345171003,3,3
0ATR,north,trend_annual,4,-108972.4387670803,-108972.43876437758,0.02860523816371834,0.02860523817266747,2,2
0ATR,north,trend_annual_semi,6,-109520.51583163238,-109520.51582874784,0.02679055137144158,0.026790551380386878,1,1
0ATR,north,trend_quad_annual_semi,7,-110234.49041162839,-110234.49040849195,0.02463959130771693,0.02463959131666239,0,0
0ATR,up,trend,2,-84965.77917862246,-84965.77917865427,0.46153525645343063,0.4615352564517311,3,3
0ATR,up,trend_annual,4,-89681.4769662993,-89681.47696635428,0.26682646736353516,0.266826467361837,2,2
0ATR,up,trend_annual_semi,6,-89879.28488763575,-89879.28488769212,0.2602396730698094,0.2602396730681111,0,0
0ATR,up,trend_quad_annual_semi,7,-89870.2857263871,-89870.28572644346,0.2602377186176878,0.26023771861599,1,1
0ATT,east,trend,2,-27157.365576602235,-27157.365576573808,0.08828710975532311,0.0882871097562749,3,3
0ATT,east,trend_annual,4,-33109.029479586985,-33109.02947931367,0.009185596889854401,0.009185596890806452,2,2
0ATT,east,trend_annual_semi,6,-33405.82636237227,-33405.826362065054,0.008158915265581069,0.008158915266531591,0,0
0ATT,east,trend_quad_annual_semi,7,-33397.97633563767,-33397.97633533045,0.008158830581456004,0.00815883058240655,1,1
0ATT,north,trend,2,-25991.45602184603,-25991.456021818874,0.13737699674571388,0.1373769967471285,3,3
0ATT,north,trend_annual,4,-31364.928400079294,-31364.928399869856,0.017797048633247308,0.017797048634660792,2,2
0ATT,north,trend_annual_semi,6,-31837.589934183226,-31837.58993392767,0.014787999066146583,0.01478799906757973,0,0
0ATT,north,trend_quad_annual_semi,7,-31831.54420395783,-31831.544203702044,0.014777730850657825,0.014777730852091222,1,1
0ATT,up,trend,2,-25373.727907306427,-25373.727907302506,0.17363980504148924,0.17363980504174747,3,3
0ATT,up,trend_annual,4,-27293.42937494131,-27293.42937493313,0.08334775286595808,0.08334775286621665,2,2
0ATT,up,trend_annual_semi,6,-27389.896231674098,-27389.89623166717,0.07987517372947898,0.07987517372968884,1,1
0ATT,up,trend_quad_annual_semi,7,-27512.465334446733,-27512.465334439323,0.07602006520736286,0.07602006520757659,0,0
0ATV,east,trend,2,-47658.544793916255,-47658.54479382754,0.03722042915254592,0.03722042915335015,3,3
0ATV,east,trend_annual,4,-53983.07104099336,-53983.07104057802,0.007944594937272615,0.007944594938076251,2,2
0ATV,east,trend_annual_semi,6,-54088.48308712575,-54088.483086697815,0.007711914143230172,0.0077119141440339205,0,0
0ATV,east,trend_quad_annual_semi,7,-54082.87894445312,-54082.87894402497,0.007706814506078638,0.007706814506882255,1,1
0ATV,north,trend,2,-54212.75566737679,-54212.75566743945,0.007542892596838635,0.007542892596723532,3,3
0ATV,north,trend_annual,4,-54393.39609037518,-54393.39609044101,0.007189048155443017,0.007189048155327763,2,2
0ATV,north,trend_annual_semi,6,-54504.7919569043,-54504.791956972265,0.006968333163685484,0.006968333163570122,1,1
0ATV,north,trend_quad_annual_semi,7,-54548.70489624744,-54548.704896316245,0.006880249232500518,0.006880249232385214,0,0
0ATV,up,trend,2,-40330.174455734246,-40330.174455742555,0.22177276686967035,0.22177276686922187,3,3
0ATV,up,trend_annual,4,-42412.851780901154,-42412.851780915,0.13300314634525462,0.13300314634480626,2,2
0ATV,up,trend_annual_semi,6,-42508.544456669624,-42508.544456683856,0.1294137333947399,0.12941373339429119,0,0
0ATV,up,trend_quad_annual_semi,7,-42500.64725781801,-42500.64725783224,0.1294004017013418,0.12940040170089306,1,1
0AVI,east,trend,2,-14130.753083358917,-14130.753083353926,0.00971830307700154,0.009718303077041768,3,3
0AVI,east,trend_annual,4,-15237.148729917053,-15237.14872990441,0.0038375549086572436,0.003837554908697474,2,2
0AVI,east,trend_annual_semi,6,-15282.268320209232,-15282.268320195537,0.003653393821669849,0.0036533938217113383,0,0
