isd_station,normals_id,path
72590523275,USW00023275,/home/fallen/data/showcase/normals/USW00023275.csv
72591024216,USW00024216,/home/fallen/data/showcase/normals/USW00024216.csv
72592024257,USW00024257,/home/fallen/data/showcase/normals/USW00024257.csv
72594524283,USW00024283,/home/fallen/data/showcase/normals/USW00024283.csv
72595724215,USW00024215,/home/fallen/data/showcase/normals/USW00024215.csv
72597024225,USW00024225,/home/fallen/data/showcase/normals/USW00024225.csv
72597524235,USW00024235,/home/fallen/data/showcase/normals/USW00024235.csv
72605014745,USW00014745,/home/fallen/data/showcase/normals/USW00014745.csv
72605504743,USW00004743,/home/fallen/data/showcase/normals/USW00004743.csv
72606014764,USW00014764,/home/fallen/data/showcase/normals/USW00014764.csv
72614594705,USW00094705,/home/fallen/data/showcase/normals/USW00094705.csv
72617014742,USW00014742,/home/fallen/data/showcase/normals/USW00014742.csv
72618514605,USW00014605,/home/fallen/data/showcase/normals/USW00014605.csv
72622394725,USW00094725,/home/fallen/data/showcase/normals/USW00094725.csv
72622794790,USW00094790,/home/fallen/data/showcase/normals/USW00094790.csv
72635094860,USW00094860,/home/fallen/data/showcase/normals/USW00094860.csv
72636014840,USW00014840,/home/fallen/data/showcase/normals/USW00014840.csv
72637014826,USW00014826,/home/fallen/data/showcase/normals/USW00014826.csv
72637914845,USW00014845,/home/fallen/data/showcase/normals/USW00014845.csv
72638094814,USW00094814,/home/fallen/data/showcase/normals/USW00094814.csv
72638714850,USW00014850,/home/fallen/data/showcase/normals/USW00014850.csv
72639094849,USW00094849,/home/fallen/data/showcase/normals/USW00094849.csv
72640014839,USW00014839,/home/fallen/data/showcase/normals/USW00014839.csv
72641014837,USW00014837,/home/fallen/data/showcase/normals/USW00014837.csv
72643014920,USW00014920,/home/fallen/data/showcase/normals/USW00014920.csv
72643514991,USW00014991,/home/fallen/data/showcase/normals/USW00014991.csv
72644014925,USW00014925,/home/fallen/data/showcase/normals/USW00014925.csv
72645014898,USW00014898,/home/fallen/data/showcase/normals/USW00014898.csv
72646314897,USW00014897,/home/fallen/data/showcase/normals/USW00014897.csv
